FID,Rock Name,Rock Type,Aquifer Name,Aquifer Code,Shape__Area,Shape__Length
1319,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,40917561.07,37734.53199
1320,Sandstone,300,Upper Cretaceous Aquifers,315,242533092.7,139085.0961
1321,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,49889002.79,29332.57046
1322,Sandstone,300,Lower Cretaceous Aquifers,304,625560210.3,237143.9759
1324,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,46619043.11,28251.36236
1325,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,52283449.79,31176.58408
1326,Sandstone,300,Upper Tertiary Aquifers,316,175137797.1,61762.79568
1329,Sandstone,300,Upper Cretaceous Aquifers,315,114755858.4,85022.80334
1330,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,3681546135,1009966.285
1332,Sandstone,300,Upper Cretaceous Aquifers,315,177266973.3,122956.0405
1334,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2517928252,495923.5126
1336,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,231218015.4,68507.04615
1337,Sandstone,300,Lower Cretaceous Aquifers,304,137402068.6,102978.21
1339,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,94769718.29,44770.82072
1341,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,51192005.7,43317.96903
1342,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,34301741.38,22410.02174
1343,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,316321821.9,104689.783
1344,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,156208035.7,85000.35081
1346,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,38667571.54,39550.40446
1347,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,39228974.23,36798.85163
1348,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,104742057.8,65871.30209
1351,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,416541505.9,239167.8256
1352,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,18859159.55,16205.47511
1353,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,216506746.4,122796.8481
1354,Sandstone,300,Lower Cretaceous Aquifers,304,106004787.7,56660.1808
1356,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,29130060.16,21443.69635
1357,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,177538596.9,125784.0165
1358,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,135872027.8,55595.70444
1359,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,2453755993,347625.8732
1360,Sandstone,300,New York Sandstone Aquifers,309,448830306.6,93961.53542
1361,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,236740397.4,136279.3713
1362,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,423093185.7,114666.0291
1363,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,21195936.27,17732.08828
1365,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,53866096.26,34365.15546
1366,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,94043067.63,79708.23811
1367,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,261744680.8,167591.9772
1368,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,10441850.5,12202.36379
1370,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,55443579.75,55820.66217
1371,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,240641833.5,64415.01221
1373,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,498681271.4,244532.672
1374,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1184900405,205665.5085
1375,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,161185868.5,93866.2627
1378,Sandstone,300,Upper Tertiary Aquifers,316,7429184030,1013798.939
1379,Sandstone,300,New York Sandstone Aquifers,309,15312893.53,15535.8127
1381,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,86795457.27,61044.97541
1382,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,450478660.4,186233.4723
1384,Sandstone,300,Lower Cretaceous Aquifers,304,85809532.7,39941.72743
1385,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,1283981933,393787.5994
1386,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,201707715.5,82565.90704
1387,Igneous and metamorphic-rock,600,Snake River Plain Basaltic-rock Aquifers,606,98030452.38,60603.3039
1389,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,127617964.4,86462.05895
1390,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,154651044.1,84706.47314
1391,Sandstone,300,Upper Cretaceous Aquifers,315,76849048.99,38546.62238
1392,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,106892947.3,50048.30219
1393,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,54641849.61,39061.74415
1394,Unconsolidated sand and gravel,100,Snake River Plain Basin-fill Aquifers,117,84390116.35,36620.78857
1396,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,28842198.51,23426.49222
1397,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1826039003,336235.4872
1398,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1448566848,553335.4674
1400,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,181530677.3,79670.52235
1402,Sandstone,300,Early Mesozoic Basin Aquifers,308,6487297298,508613.7442
1403,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,891634493.7,289262.1551
1406,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,76498807.73,39272.26865
1412,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,92692607.75,40154.33537
1413,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,24329478.63,23440.20023
1414,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,5975956617,675308.8136
1418,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,132492137.9,44857.43328
1419,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1445822251,572677.5928
1421,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,444396003.2,99771.72633
1424,Sandstone,300,Lower Tertiary Aquifers,314,2881519756,363927.3063
1429,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,44142577.07,29284.79215
1435,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,25048193.23,19329.79403
1436,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,31867138.73,21663.94858
1438,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,63764965.73,74479.2994
1439,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,261896924.1,80464.80225
1442,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,67426418.92,39852.57664
1444,Sandstone,300,Upper Tertiary Aquifers,316,1304617073,249132.756
1445,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,46043733.17,29153.4601
1446,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,64402364.19,39822.55725
1449,Carbonate-rock,400,Silurian-devonian Aquifers,410,96202355.19,46746.32107
1450,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,1139728258,277542.1887
1453,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,174119766.3,68266.33767
1457,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,271283828.8,73909.19387
1459,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,47557339.56,27888.37293
1461,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,181851376.2,97624.75158
1462,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,41461667.75,25620.11164
1465,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,226461488.8,77971.23532
1466,Carbonate-rock,400,Silurian-devonian Aquifers,410,5709650.949,11435.26671
1470,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,3619400572,548811.493
1472,Sandstone,300,Lower Cretaceous Aquifers,304,512762598,124304.0471
1474,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,58589808.97,37283.61037
1475,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,968112403,199083.7987
1476,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,118903474.2,76128.15944
1478,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,48925383.04,29134.1032
1479,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,49283668.2,41368.57701
1480,Carbonate-rock,400,Silurian-devonian Aquifers,410,64666207.53,33664.67373
1481,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,268287012.4,74514.56508
1482,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,53159533.22,43541.81426
1483,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,110434042.1,54400.05915
1484,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,268346579.3,101031.4547
1485,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,109875242.8,48249.65575
1486,Carbonate-rock,400,Silurian-devonian Aquifers,410,538323111.7,144732.8141
1487,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,107737489.2,48046.29607
1488,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,395192547.4,140488.8149
1490,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,64583312.16,34097.32082
1491,Sandstone,300,Lower Cretaceous Aquifers,304,365972375.5,217395.3419
1492,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,293075889.3,120171.2432
1493,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,47092189.09,28704.71845
1495,Carbonate-rock,400,Silurian-devonian Aquifers,410,42268787.71,35972.16712
1496,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,608102274.6,135494.7133
1498,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1681437918,350802.1011
1499,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,46509648.41,41135.21947
1502,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,245910162.5,74027.39243
1503,Sandstone,300,Upper Cretaceous Aquifers,315,3724625806,698025.6201
1504,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,542127707.8,180359.0416
1506,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,147338721.7,57839.61758
1507,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,150437826,64906.88593
1508,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,47867423.75,39940.28031
1509,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,959709144.4,218259.1093
1510,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,28016750.75,20381.29619
1511,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,236550409.9,64377.53722
1516,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,91252365.27,62941.02529
1517,Carbonate-rock,400,Silurian-devonian Aquifers,410,111606217.6,49510.62415
1519,Carbonate-rock,400,Silurian-devonian Aquifers,410,1050337.801,4114.799308
1520,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,61923160.19,33535.08893
1521,Carbonate-rock,400,Silurian-devonian Aquifers,410,592797.6797,3241.151327
1523,Carbonate-rock,400,Silurian-devonian Aquifers,410,1227889.004,4389.388743
1524,Igneous and metamorphic-rock,600,Pacific Northwest Basaltic-rock Aquifers,610,49268100.39,39491.36096
1525,Sandstone,300,Lower Cretaceous Aquifers,304,371637991.9,101035.063
1526,Sandstone,300,Lower Tertiary Aquifers,314,2033424826,237053.3748
1529,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,629949602.7,162791.2463
1530,Sandstone,300,Lower Cretaceous Aquifers,304,141782695.4,73628.36603
1531,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,122326763.4,66610.92727
1532,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,612846753.2,166457.7448
1536,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,128917452,75154.3992
1537,Sandstone,300,Lower Tertiary Aquifers,314,307692965.1,97393.93066
1538,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,303014401.6,74373.06185
1539,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,63563984.57,36026.31177
1540,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,77074993503,11953238.22
1542,Unconsolidated sand and gravel,100,California Coastal Basin Aquifers,103,311334306.9,82719.48005
1543,Sandstone,300,Lower Cretaceous Aquifers,304,522864536.3,185826.232
1544,Carbonate-rock,400,Silurian-devonian Aquifers,410,105670822.3,46646.29603
1545,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,237694664.1,125615.2626
1546,Sandstone,300,Pennsylvanian Aquifers,310,335917966.8,138348.4738
1548,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,394739.7617,4272.699091
1550,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,198073763.1,56971.03169
1551,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,307001648.7,90859.45023
1552,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,1130929967,272890.2626
1553,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,119256697.1,61675.15477
1554,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,38353940.54,29258.65568
1555,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,1966397855,247983.3855
1556,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,68656394.33,33652.82807
1557,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,238044241,125073.9701
1561,Sandstone,300,Pennsylvanian Aquifers,310,129188433.1,72373.19506
1562,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,457102454,124362.2981
1563,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,177373659.1,57188.45167
1564,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,460797369.5,144336.5159
1566,Unconsolidated sand and gravel,100,Pacific Northwest Basin-fill Aquifers,104,895722772.4,307257.1265
1568,Sandstone,300,Pennsylvanian Aquifers,310,1703795632,571515.8368
1569,Sandstone,300,Pennsylvanian Aquifers,310,230416180.5,110089.7207
1571,Sandstone,300,Pennsylvanian Aquifers,310,123538052.4,66704.74505
1572,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,91496689.01,41895.10843
1573,Sandstone,300,Upper Tertiary Aquifers,316,5587781837,660442.9365
1574,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,709238024.5,248839.5058
1575,Unconsolidated sand and gravel,100,Basin And Range Basin-fill Aquifers,101,310732694.5,92159.54387
1577,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,32556600.55,27726.46184
1578,Sandstone,300,Pennsylvanian Aquifers,310,88608511.11,44181.06236
1579,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,472685015.9,198062.3587
1580,Carbonate-rock,400,Silurian-devonian Aquifers,410,5021892.004,9410.680994
1586,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,175749081.2,110814.3958
1587,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,28880926.63,25596.56726
1588,Sandstone,300,Lower Tertiary Aquifers,314,1296876595,235159.9788
1590,Carbonate-rock,400,Silurian-devonian Aquifers,410,7784923.406,15051.24606
1591,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,432351107.8,113504.5704
1593,Carbonate-rock,400,Basin And Range Carbonate-rock Aquifers,401,329450893.1,116914.2599
1594,Sandstone and carbonate-rock,500,Valley And Ridge Aquifers,502,1.09021E+11,19092373.3
1596,Sandstone and carbonate-rock,500,Paleozoic Aquifers,504,917211199.9,221580.2559
1597,Sandstone and carbonate-rock,500,Mississippian Aquifers,503,1145955343,282266.6127
1599,Sandstone,300,Pennsylvanian Aquifers,310,43246584.1,26535.31932
1600,Carbonate-rock,400,New York And New England Carbonate-rock Aquifers,416,16882010.99,18154.09871
