FID,REF_ID_COD,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY,ArcJoinKey,MapUnitPK,DataSource,IDConf,Shape_Leng,Shape_Area
1666,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,79652.7264,57268831.17
1667,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,2430.460695,229967.4672
1668,WateAC1968b,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968bTc,12339,319,99,3958.992886,976876.198
1669,WateAC1968b,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968bTc,12339,319,99,16371.06795,11909503.01
1670,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,1081.024287,80476.51287
1671,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,17666.54538,7384223.264
1672,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,17621.50648,19163333.21
1673,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,14897.01158,8735450.594
1674,WateAC1968b,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968bQl,12337,319,99,54949.4523,49493654.03
1675,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,6939.717553,2647653.463
1676,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,93995.22882,66712245.55
1677,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,5492.642293,1887119.567
1678,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,19064.20447,8255084.064
1679,WateAC1968b,Tca,andesite intrusive rocks,intr.EO.jdcl.cl.nd.nd.and,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,intr.AND.Lnd.Cnd.End,intrusive rocks,andesite,no data,no data,no data,plutonic,WateAC1968bTca,12340,319,99,2320.406785,143165.7145
1680,WateAC1968b,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gnd.End,unconsolidated rocks,fluvial,no data,no data,no data,surficial sediments,WateAC1968bQal,12335,319,99,20719.28938,11395796.87
1681,WateAC1968b,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968bQl,12337,319,99,51511.64796,44809760.02
1682,WateAC1968b,Qob,olivine basalt flows and agglutinate,vol.MP.nvr.nd.nd.nd.bas,volcanic rocks,Miocene/Pliocene,Neogene volcanic rocks,No data,No data,no data,basalt,vol.BAS.Lnd.CGnd.End,volcanic rocks,basalt,no data,no data,no data,volcanic,WateAC1968bQob,12338,319,99,121600.9716,279472698.4
1683,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,5942.873213,712284.8456
1684,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,2354.126209,353860.5295
1685,WateAC1968b,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968bTc,12339,319,99,5785.421651,1452567.698
1686,WateAC1968b,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968bQl,12337,319,99,9377.640959,4249823.144
1687,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,11850.50431,2308874.161
1688,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,11704.19229,1696221.296
1689,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,7348.811868,1467538.774
1690,WateAC1968b,Tjrt,rhyolitic vitric tuff and pumice-lapilli tuff,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968bTjrt,12347,319,99,12338.1667,1254227.039
1691,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,1193.459303,90683.40873
1692,WateAC1968b,Tjrt,rhyolitic vitric tuff and pumice-lapilli tuff,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968bTjrt,12347,319,99,1128.550706,54865.41553
1693,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,2389.906608,424993.277
1694,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,10254.01804,1991878.568
1695,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,2984.305742,589196.3451
1696,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,59040.46876,17963244.53
1697,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,10430.60421,1265523.65
1698,WateAC1968b,Tjwl,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwl,12349,319,99,9057.278287,5396529.906
1699,WateAC1968b,Tjtc,stratified tuffaceous clays,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968bTjtc,12348,319,99,64414.12618,69613293.65
1700,WateAC1968b,Qg,pediment gravels,sed.TQ.nsr.ter.nd.nd.mix,sediments,Tertiary/Quaternary,Neogene sedimentary rocks,Terrace deposits,No data,no data,mixed grained sediments,unc.GCL.Lnd.Gcly_bou.End,unconsolidated rocks,glacial,no data,clay to boulder grains,no data,surficial sediments,WateAC1968bQg,12336,319,99,26818.07826,37899926.99
1701,WateAC1968b,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968bTj,12342,319,99,14762.52514,6601263.389
1702,WateAC1968b,Tjwu,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwu,12350,319,99,5081.153942,1539586.211
1703,WateAC1968b,Tjrt,rhyolitic vitric tuff and pumice-lapilli tuff,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968bTjrt,12347,319,99,31919.93205,15432549.75
1704,WateAC1968b,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gnd.End,unconsolidated rocks,fluvial,no data,no data,no data,surficial sediments,WateAC1968bQal,12335,319,99,14747.40148,12286665.57
1705,WateAC1968b,Tjdt,dactic vitric tuff and tuffaceous clay,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.TFF.Lnd.Gnd.End,volcaniclastic rocks,tuff,no data,no data,no data,volcanic,WateAC1968bTjdt,12344,319,99,14599.44789,1861381.622
1706,WateAC1968b,Tcr,"Basalt flows of Columiba River Group, may include flows of both Picture Gorge and Yakima Basalts",vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968bTcr,12341,319,99,27198.03518,20923112.56
1707,WateAC1968b,Tjwu,welded rhyolitic ash-flow tuff,vlc.EO.jdcl.jd.nd.nd.tfw,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,welded tuff,vlc.TFW.Lnd.Gnd.End,volcaniclastic rocks,welded tuff,no data,no data,no data,volcanic,WateAC1968bTjwu,12350,319,99,15546.52774,7881887.495
1708,WateAC1968b,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968bQl,12337,319,99,3900.955396,984633.2793
1709,WateAC1968b,Tjtc,stratified tuffaceous clays,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968bTjtc,12348,319,99,5972.149301,1020148.468
1710,WateAC1968b,Tjr,rhyolitic (in places perlitic) intrusive rocks,intr.EO.jdcl.jd.nd.nd.rhy,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,rhyolite,intr.RHY.Lnd.Cnd.End,intrusive rocks,rhyolite,no data,no data,no data,plutonic,WateAC1968bTjr,12345,319,99,11977.19014,9099010.79
1711,WateAC1968B,water,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,WateAC1968Bwater,0,319,99,46443.79625,36158092.15
1712,WateAC1968b,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968bQl,12337,319,99,18129.6963,9373013.443
1713,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2737.453478,535018.0216
1714,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1328.887735,101118.8904
1715,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,822.6392184,47345.84614
1716,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4120.177463,614089.0811
1717,WateAC1968c,Tpg,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968cTpg,12360,320,99,99347.94595,278355596
1718,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,6328.770141,1732055.687
1719,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,2827.802009,481519.0562
1720,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,10649.09752,4335806.527
1721,WateAC1968c,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968cTc,12356,320,99,7943.682394,2720167.54
1722,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,182630.8038,176152909.2
1723,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,17176.75473,9098905.163
1724,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,62793.04772,37443167
1725,WateAC1968c,Ql,landslides,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,unc.LSD.Lnd.Gnd.End,unconsolidated rocks,landslide,no data,no data,no data,surficial sediments,WateAC1968cQl,12352,320,99,10636.28305,4779606.172
1726,WateAC1968c,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968cTc,12356,320,99,719827.2425,924613221.1
1727,WateAC1968c,Tca,andesite intrusive rocks,intr.EO.jdcl.cl.nd.nd.and,intrusive rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,intr.AND.Lnd.Cnd.End,intrusive rocks,andesite,no data,no data,no data,plutonic,WateAC1968cTca,12357,320,99,924.0956412,48232.20839
1728,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,8422.589795,1330224.449
1729,WateAC1968c,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",vol.EO.jdcl.cl.nd.nd.mix,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,mixed lithologies,vol.MIX.Lnd.CGnd.End,volcanic rocks,mixed lithologies,no data,no data,no data,volcanic,WateAC1968cTc,12356,320,99,3361.332339,683700.6814
1730,WateAC1968c,Tj,"John Day Formation, undifferentiated",vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,vlc.PUM_TFF.Lnd.Gnd.End,volcaniclastic rocks,pumice/tuff,no data,no data,no data,volcanic,WateAC1968cTj,12358,320,99,22141.05969,6651566.075
1731,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,4175.019315,743348.4014
1732,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,21737.33167,12602231.61
1733,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,669.4880939,29313.64831
1734,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1063.879873,71070.78206
1735,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,1722.565885,198869.3442
1736,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,3512.676976,803563.0998
1737,WateAC1968c,Tpg,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968cTpg,12360,320,99,1237.434474,89270.55458
1738,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,2483.936402,370391.8693
1739,WateAC1968c,Tpg,Picture Gorge Basalt of Columbia River Group,vol.M.cr.pg.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,No data,no data,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic,WateAC1968cTpg,12360,320,99,936.528379,49807.85818
1740,WateAC1968c,Qoa,"olivine andesite flows, small intrusions, and dikes",vol.EO.jdcl.cl.nd.nd.and,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,no data,andesite,flw.AND.Lnd.Cnd.End,lava flows,andesite,no data,no data,no data,volcanic,WateAC1968cQoa,12353,320,99,745.0863687,38920.29416
